concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,concept_code,table_name,record_count,patient_count,patient_coverage_pct,units
1754994,fluconazole,Drug,RxNorm,Ingredient,4450,drug_exposure,13896,1602,2.4496536538373319,
1755112,flucytosine,Drug,RxNorm,Ingredient,4451,drug_exposure,485,22,0.03364068688166124,
1395557,fludarabine,Drug,RxNorm,Ingredient,24698,drug_exposure,368,94,0.14373748031255257,
1555120,fludrocortisone,Drug,RxNorm,Ingredient,4452,drug_exposure,1273,138,0.21101885407587503,
19055153,flumazenil,Drug,RxNorm,Ingredient,4457,drug_exposure,746,385,0.58871202042907167,
19055183,flunarizine,Drug,RxNorm,Ingredient,4459,drug_exposure,2,1,0.0015291221309846018,
19055224,flunitrazepam,Drug,RxNorm,Ingredient,4460,drug_exposure,20,4,0.0061164885239384072,
43012202,fluorodeoxyglucose F18,Drug,RxNorm,Ingredient,1362737,drug_exposure,136,133,0.20337324342095203,
955583,fluorometholone,Drug,RxNorm,Ingredient,4491,drug_exposure,182,10,0.015291221309846018,
955632,fluorouracil,Drug,RxNorm,Ingredient,4492,drug_exposure,32,16,0.024465954095753629,
755695,fluoxetine,Drug,RxNorm,Ingredient,4493,drug_exposure,859,105,0.16055782375338318,
19055982,flupenthixol,Drug,RxNorm,Ingredient,4495,drug_exposure,27,6,0.0091747327859076112,
756349,flurazepam,Drug,RxNorm,Ingredient,4501,drug_exposure,213,28,0.042815419667568848,
1149380,fluticasone,Drug,RxNorm,Ingredient,41126,drug_exposure,17672,1300,1.9878587702799824,
778784,fluticasone / salmeterol,Drug,RxNorm,Multiple Ingredients,284635,drug_exposure,3639,427,0.6529351499304249,
778971,fluticasone / umeclidinium / vilanterol,Drug,RxNorm,Multiple Ingredients,1945038,drug_exposure,17,2,0.0030582442619692036,
778919,fluticasone / vilanterol,Drug,RxNorm,Multiple Ingredients,1424888,drug_exposure,12,6,0.0091747327859076112,
1549686,fluvastatin,Drug,RxNorm,Ingredient,41127,drug_exposure,57,7,0.010703854916892212,
751412,fluvoxamine,Drug,RxNorm,Ingredient,42355,drug_exposure,377,33,0.050461030322491857,
19111620,folic acid,Drug,RxNorm,Ingredient,4511,drug_exposure,4447,678,1.03674480480756,
1315865,fondaparinux,Drug,RxNorm,Ingredient,321208,drug_exposure,2803,536,0.81960946220774655,
1196677,formoterol,Drug,RxNorm,Ingredient,25255,drug_exposure,573,58,0.088689083597106907,
36029773,formoterol / glycopyrronium,Drug,RxNorm,Multiple Ingredients,1790638,drug_exposure,10,1,0.0015291221309846018,
1724700,foscarnet,Drug,RxNorm,Ingredient,33562,drug_exposure,997,50,0.076456106549230088,
956653,fosfomycin,Drug,RxNorm,Ingredient,4550,drug_exposure,105,41,0.062694007370368676,
1363749,fosinopril,Drug,RxNorm,Ingredient,50166,drug_exposure,1396,545,0.833371561386608,
1189458,frovatriptan,Drug,RxNorm,Ingredient,228783,drug_exposure,1,1,0.0015291221309846018,
1304044,fulvestrant,Drug,RxNorm,Ingredient,282357,drug_exposure,9,1,0.0015291221309846018,
956874,furosemide,Drug,RxNorm,Ingredient,4603,drug_exposure,187113,18685,28.571647017447283,
19010400,fusidate,Drug,RxNorm,Ingredient,113608,drug_exposure,447,38,0.058106640977414865,
797399,gabapentin,Drug,RxNorm,Ingredient,25480,drug_exposure,9591,353,0.53978011223756439,
19048493,gadobutrol,Drug,RxNorm,Ingredient,84990,drug_exposure,287,225,0.34405247947153539,
43526404,gadoterate meglumine,Drug,RxNorm,Ingredient,1421151,drug_exposure,1017,813,1.2431762924904812,
757627,galantamine,Drug,RxNorm,Ingredient,4637,drug_exposure,2,1,0.0015291221309846018,
1757803,ganciclovir,Drug,RxNorm,Ingredient,4678,drug_exposure,1248,101,0.15444133522944478,
1314924,gemcitabine,Drug,RxNorm,Ingredient,12574,drug_exposure,7,5,0.0076456106549230088,
1558242,gemfibrozil,Drug,RxNorm,Ingredient,4719,drug_exposure,223,29,0.044344541798553454,
45892419,gentamicin,Drug,RxNorm,Ingredient,1596450,drug_exposure,5148,2322,3.5506215881462451,
778969,glecaprevir / pibrentasvir,Drug,RxNorm,Multiple Ingredients,1940702,drug_exposure,4,2,0.0030582442619692036,
19059796,gliclazide,Drug,RxNorm,Ingredient,4816,drug_exposure,3186,649,0.99240026300900652,
1597756,glimepiride,Drug,RxNorm,Ingredient,25789,drug_exposure,709,157,0.24007217456458246,
1560278,glucagon,Drug,RxNorm,Ingredient,4832,drug_exposure,35,25,0.038228053274615044,
1360332,glucosamine,Drug,RxNorm,Ingredient,4845,drug_exposure,4,3,0.0045873663929538056,
1560524,glucose,Drug,RxNorm,Ingredient,4850,drug_exposure,551577,21083,32.23848188754836,
36030057,glucose / potassium chloride,Drug,RxNorm,Multiple Ingredients,216544,drug_exposure,1,1,0.0015291221309846018,
36029299,glucose / sodium chloride,Drug,RxNorm,Multiple Ingredients,108190,drug_exposure,154113,19492,29.805648577151857,
19060985,glutamine,Drug,RxNorm,Ingredient,4885,drug_exposure,77,42,0.064223129501353268,
1559684,glyburide,Drug,RxNorm,Ingredient,4815,drug_exposure,20,8,0.012232977047876814,
43526717,glyceryl phosphate,Drug,RxNorm,Ingredient,1423803,drug_exposure,4011,1834,2.8044099882257596,
962398,glycine,Drug,RxNorm,Ingredient,4919,drug_exposure,123,52,0.079514350811199286,
45775571,glycopyrronium,Drug,RxNorm,Ingredient,1546438,drug_exposure,4827,235,0.35934370078138139,
36029758,glycopyrronium / indacaterol,Drug,RxNorm,Multiple Ingredients,1721575,drug_exposure,58,12,0.018349465571815222,
1366310,goserelin,Drug,RxNorm,Ingredient,50610,drug_exposure,3,3,0.0045873663929538056,
1000772,granisetron,Drug,RxNorm,Ingredient,26237,drug_exposure,161,10,0.015291221309846018,
766529,haloperidol,Drug,RxNorm,Ingredient,5093,drug_exposure,86597,7317,11.188586632414331,
1367571,heparin,Drug,RxNorm,Ingredient,5224,drug_exposure,179884,9256,14.153554444393473,
19113045,heparinoids,Drug,RxNorm,Ingredient,5228,drug_exposure,58,7,0.010703854916892212,
501343,hepatitis B immune globulin,Drug,RxNorm,Ingredient,26744,drug_exposure,4,4,0.0061164885239384072,
528323,hepatitis B surface antigen vaccine,Drug,RxNorm,Ingredient,797752,drug_exposure,4,4,0.0061164885239384072,
19077117,hetastarch,Drug,RxNorm,Ingredient,5531,drug_exposure,415,391,0.59788675321497931,
36879118,human platelets,Drug,RxNorm Extension,Ingredient,OMOP1003896,drug_exposure,3659,1637,2.503172928421793,
787787,hyaluronate,Drug,RxNorm,Ingredient,62372,drug_exposure,305,15,0.022936831964769026,
19073699,hyaluronidase,Drug,RxNorm,Ingredient,5464,drug_exposure,50,49,0.074926984418245482,
1373928,hydralazine,Drug,RxNorm,Ingredient,5470,drug_exposure,317,23,0.035169809012645839,
974166,hydrochlorothiazide,Drug,RxNorm,Ingredient,5487,drug_exposure,14644,2755,4.212731470862578,
36029999,hydrochlorothiazide / irbesartan,Drug,RxNorm,Multiple Ingredients,214617,drug_exposure,2,1,0.0015291221309846018,
36030000,hydrochlorothiazide / lisinopril,Drug,RxNorm,Multiple Ingredients,214618,drug_exposure,2,2,0.0030582442619692036,
36030001,hydrochlorothiazide / losartan,Drug,RxNorm,Multiple Ingredients,214619,drug_exposure,8,6,0.0091747327859076112,
36030964,hydrochlorothiazide / olmesartan,Drug,RxNorm,Multiple Ingredients,817496,drug_exposure,1,1,0.0015291221309846018,
36030113,hydrochlorothiazide / telmisartan,Drug,RxNorm,Multiple Ingredients,284636,drug_exposure,19,5,0.0076456106549230088,
36030095,hydrochlorothiazide / triamterene,Drug,RxNorm,Multiple Ingredients,258337,drug_exposure,31,18,0.02752419835772283,
975125,hydrocortisone,Drug,RxNorm,Ingredient,5492,drug_exposure,92101,7542,11.532639111885866,
36029277,hydrocortisone / miconazole,Drug,RxNorm,Multiple Ingredients,106967,drug_exposure,15,6,0.0091747327859076112,
1776430,hydrogen peroxide,Drug,RxNorm,Ingredient,5499,drug_exposure,51,11,0.01682034344083062,
1126658,hydromorphone,Drug,RxNorm,Ingredient,3423,drug_exposure,384,14,0.021407709833784424,
37003458,hydroquinine,Drug,RxNorm,Ingredient,2468435,drug_exposure,554,59,0.0902182057280915,
1377023,hydroxocobalamin,Drug,RxNorm,Ingredient,5514,drug_exposure,400,154,0.23548480817162867,
1777087,hydroxychloroquine,Drug,RxNorm,Ingredient,5521,drug_exposure,1056,103,0.15749957949141397,
19069076,hydroxyethyl cellulose,Drug,RxNorm,Ingredient,27244,drug_exposure,101,66,0.10092206064498371,
43012293,hydroxyethyl starch 130-0.4,Drug,RxNorm,Ingredient,1363352,drug_exposure,137,128,0.19572763276602903,
1377141,hydroxyurea,Drug,RxNorm,Ingredient,5552,drug_exposure,749,106,0.16208694588436778,
777221,hydroxyzine,Drug,RxNorm,Ingredient,5553,drug_exposure,157,29,0.044344541798553454,
902251,hypromellose,Drug,RxNorm,Ingredient,27334,drug_exposure,125003,2581,3.9466642200712569,
44507848,ibrutinib,Drug,RxNorm,Ingredient,1442981,drug_exposure,49,9,0.013762099178861415,
1177480,ibuprofen,Drug,RxNorm,Ingredient,5640,drug_exposure,1314,207,0.31652828111381254,
19050087,ibutilide,Drug,RxNorm,Ingredient,41289,drug_exposure,10,5,0.0076456106549230088,
40242044,icatibant,Drug,RxNorm,Ingredient,1148138,drug_exposure,2,2,0.0030582442619692036,
19011437,icodextrin,Drug,RxNorm,Ingredient,140480,drug_exposure,342,29,0.044344541798553454,
19078097,idarubicin,Drug,RxNorm,Ingredient,5650,drug_exposure,81,31,0.047402786060522652,
35602981,idarucizumab,Drug,RxNorm,Ingredient,1716191,drug_exposure,23,19,0.029053320488707433,
19078187,ifosfamide,Drug,RxNorm,Ingredient,5657,drug_exposure,38,8,0.012232977047876814,
1344992,iloprost,Drug,RxNorm,Ingredient,40138,drug_exposure,2699,179,0.27371286144624374,
1304107,imatinib,Drug,RxNorm,Ingredient,282388,drug_exposure,138,19,0.029053320488707433,
1778262,imipenem,Drug,RxNorm,Ingredient,5690,drug_exposure,14152,547,0.83642980564857716,
778268,imipramine,Drug,RxNorm,Ingredient,5691,drug_exposure,42,5,0.0076456106549230088,
19117912,immunoglobulin G,Drug,RxNorm,Ingredient,5666,drug_exposure,827,257,0.39298438766304267,
40240664,indacaterol,Drug,RxNorm,Ingredient,1114326,drug_exposure,20,8,0.012232977047876814,
978555,indapamide,Drug,RxNorm,Ingredient,5764,drug_exposure,24,12,0.018349465571815222,
36030141,indapamide / perindopril,Drug,RxNorm,Multiple Ingredients,388499,drug_exposure,3,3,0.0045873663929538056,
19078612,indocyanine green,Drug,RxNorm,Ingredient,5775,drug_exposure,21,21,0.032111564750676634,
1178663,indomethacin,Drug,RxNorm,Ingredient,5781,drug_exposure,317,26,0.039757175405599643,
937368,infliximab,Drug,RxNorm,Ingredient,191831,drug_exposure,8,6,0.0091747327859076112,
35198096,insulin aspart,Drug,RxNorm Extension,Ingredient,OMOP4819461,drug_exposure,367210,14643,22.390935364007522,
36027314,"insulin aspart protamine, human / insulin aspart, human",Drug,RxNorm,Multiple Ingredients,1007184,drug_exposure,1764,198,0.30276618193495114,
1567198,"insulin aspart, human",Drug,RxNorm,Ingredient,51428,drug_exposure,532,346,0.52907625732067221,
36029818,"insulin aspart, human / insulin degludec",Drug,RxNorm,Multiple Ingredients,1994310,drug_exposure,31,5,0.0076456106549230088,
35602717,insulin degludec,Drug,RxNorm,Ingredient,1670007,drug_exposure,721,83,0.12691713687172193,
1516976,insulin detemir,Drug,RxNorm,Ingredient,139825,drug_exposure,1107,142,0.21713534259981346,
1502905,insulin glargine,Drug,RxNorm,Ingredient,274783,drug_exposure,10413,1244,1.9022279309448447,
1544838,"insulin glulisine, human",Drug,RxNorm,Ingredient,400008,drug_exposure,210,23,0.035169809012645839,
1588986,"insulin human, rDNA origin",Drug,RxNorm,Ingredient,631657,drug_exposure,49879,2381,3.6408397938743366,
46221581,insulin isophane,Drug,RxNorm,Ingredient,1605101,drug_exposure,3571,416,0.63611480648959429,
36028581,"insulin isophane / insulin, regular, human",Drug,RxNorm,Multiple Ingredients,1008501,drug_exposure,92,4,0.0061164885239384072,
1550023,insulin lispro,Drug,RxNorm,Ingredient,86009,drug_exposure,473,51,0.0779852286802147,
19091621,"insulin, protamine zinc, human",Drug,RxNorm,Ingredient,236646,drug_exposure,46,16,0.024465954095753629,
1596977,"insulin, regular, human",Drug,RxNorm,Ingredient,253182,drug_exposure,153648,6309,9.6472315243818532,
1379969,interferon alfa-2a,Drug,RxNorm,Ingredient,5879,drug_exposure,22,1,0.0015291221309846018,
1380068,interferon alfa-2b,Drug,RxNorm,Ingredient,5880,drug_exposure,14,1,0.0015291221309846018,
713196,interferon beta-1b,Drug,RxNorm,Ingredient,72257,drug_exposure,1,1,0.0015291221309846018,
1380191,interferon gamma-1b,Drug,RxNorm,Ingredient,5882,drug_exposure,27,4,0.0061164885239384072,
19053540,iobitridol,Drug,RxNorm,Ingredient,87639,drug_exposure,11208,7072,10.813951710323103,
36030121,iodine / potassium iodide,Drug,RxNorm,Multiple Ingredients,321650,drug_exposure,24,3,0.0045873663929538056,
19003201,iodixanol,Drug,RxNorm,Ingredient,27729,drug_exposure,2379,1889,2.8885117054299125,
19080985,iohexol,Drug,RxNorm,Ingredient,5956,drug_exposure,240,178,0.27218373931525913,
1525340,iomeprol,Drug,RxNorm,Ingredient,2606484,drug_exposure,1924,1172,1.7921311375139533,
19003206,iopromide,Drug,RxNorm,Ingredient,27781,drug_exposure,3796,2460,3.76164044222212,
19069131,ioversol,Drug,RxNorm,Ingredient,27792,drug_exposure,28,24,0.036698931143630445,
40238188,ipilimumab,Drug,RxNorm,Ingredient,1094833,drug_exposure,2,2,0.0030582442619692036,
1112921,ipratropium,Drug,RxNorm,Ingredient,7213,drug_exposure,92892,5573,8.521797635977185,
1347384,irbesartan,Drug,RxNorm,Ingredient,83818,drug_exposure,1321,337,0.51531415814181081,
1367268,irinotecan,Drug,RxNorm,Ingredient,51499,drug_exposure,2,2,0.0030582442619692036,
1360067,iron,Drug,RxNorm,Ingredient,90176,drug_exposure,17,3,0.0045873663929538056,
1395773,iron sucrose,Drug,RxNorm,Ingredient,24909,drug_exposure,70,7,0.010703854916892212,
1381661,iron-dextran complex,Drug,RxNorm,Ingredient,5992,drug_exposure,21,3,0.0045873663929538056,
35606695,isavuconazole,Drug,RxNorm,Ingredient,1720882,drug_exposure,208,18,0.02752419835772283,
1782521,isoniazid,Drug,RxNorm,Ingredient,6038,drug_exposure,608,65,0.099392938513999107,
36029269,isoniazid / rifampin,Drug,RxNorm,Multiple Ingredients,106876,drug_exposure,7,2,0.0030582442619692036,
1183554,isoproterenol,Drug,RxNorm,Ingredient,6054,drug_exposure,4870,722,1.1040261785708825,
1383815,isosorbide,Drug,RxNorm,Ingredient,6057,drug_exposure,288,114,0.1743199229322446,
1383925,isosorbide dinitrate,Drug,RxNorm,Ingredient,6058,drug_exposure,1126,205,0.31347003685184338,
984232,isotretinoin,Drug,RxNorm,Ingredient,6064,drug_exposure,3,1,0.0015291221309846018,
1703653,itraconazole,Drug,RxNorm,Ingredient,28031,drug_exposure,485,54,0.0825725950731685,
46234437,ivabradine,Drug,RxNorm,Ingredient,1649480,drug_exposure,1230,118,0.180436411456183,
1784444,ivermectin,Drug,RxNorm,Ingredient,6069,drug_exposure,40,17,0.025995076226738231,
785649,ketamine,Drug,RxNorm,Ingredient,6130,drug_exposure,20,17,0.025995076226738231,
19085688,ketanserin,Drug,RxNorm,Ingredient,6131,drug_exposure,1977,349,0.533663623713626,
985708,ketoconazole,Drug,RxNorm,Ingredient,6135,drug_exposure,477,50,0.076456106549230088,
986117,ketotifen,Drug,RxNorm,Ingredient,6146,drug_exposure,58,3,0.0045873663929538056,
35197944,l-glutamine,Drug,RxNorm Extension,Ingredient,OMOP4819309,drug_exposure,6,1,0.0015291221309846018,
1386957,labetalol,Drug,RxNorm,Ingredient,6185,drug_exposure,38630,2101,3.2126855971986483,
19087394,lacosamide,Drug,RxNorm,Ingredient,623400,drug_exposure,1789,110,0.16820343440830618,
19071236,lactitol,Drug,RxNorm,Ingredient,28395,drug_exposure,2,1,0.0015291221309846018,
19087208,lactose,Drug,RxNorm,Ingredient,6211,drug_exposure,9,4,0.0061164885239384072,
987245,lactulose,Drug,RxNorm,Ingredient,6218,drug_exposure,30649,4146,6.3397403550621592,
1704183,lamivudine,Drug,RxNorm,Ingredient,68244,drug_exposure,421,38,0.058106640977414865,
36030019,lamivudine / zidovudine,Drug,RxNorm,Multiple Ingredients,214671,drug_exposure,9,2,0.0030582442619692036,
705103,lamotrigine,Drug,RxNorm,Ingredient,28439,drug_exposure,1557,145,0.22172270899276725,
35200405,lanadelumab,Drug,RxNorm,Ingredient,2055641,drug_exposure,1,1,0.0015291221309846018,
1503501,lanreotide,Drug,RxNorm,Ingredient,68092,drug_exposure,29,17,0.025995076226738231,
929887,lansoprazole,Drug,RxNorm,Ingredient,17128,drug_exposure,2,1,0.0015291221309846018,
990028,lanthanum carbonate,Drug,RxNorm,Ingredient,234416,drug_exposure,1210,68,0.10398030490695293,
1543229,laronidase,Drug,RxNorm,Ingredient,392509,drug_exposure,2,1,0.0015291221309846018,
954688,latanoprost,Drug,RxNorm,Ingredient,43611,drug_exposure,1839,249,0.38075141061516582,
36030140,latanoprost / timolol,Drug,RxNorm,Multiple Ingredients,388053,drug_exposure,404,22,0.03364068688166124,
19101454,lauromacrogols,Drug,RxNorm,Ingredient,386055,drug_exposure,1,1,0.0015291221309846018,
778931,ledipasvir / sofosbuvir,Drug,RxNorm,Multiple Ingredients,1591942,drug_exposure,2,1,0.0015291221309846018,
1101898,leflunomide,Drug,RxNorm,Ingredient,27169,drug_exposure,23,6,0.0091747327859076112,
19026972,lenalidomide,Drug,RxNorm,Ingredient,342369,drug_exposure,45,11,0.01682034344083062,
19015802,lercanidipine,Drug,RxNorm,Ingredient,135056,drug_exposure,445,129,0.19725675489701364,
792929,letermovir,Drug,RxNorm,Ingredient,1988648,drug_exposure,262,19,0.029053320488707433,
1315946,letrozole,Drug,RxNorm,Ingredient,72965,drug_exposure,186,22,0.03364068688166124,
1351541,leuprolide,Drug,RxNorm,Ingredient,42375,drug_exposure,6,4,0.0061164885239384072,
711584,levetiracetam,Drug,RxNorm,Ingredient,114477,drug_exposure,29135,1890,2.8900408275608971,
19098741,levobupivacaine,Drug,RxNorm,Ingredient,259453,drug_exposure,874,91,0.13915011391959875,
907553,levocabastine,Drug,RxNorm,Ingredient,28627,drug_exposure,210,22,0.03364068688166124,
1553610,levocarnitine,Drug,RxNorm,Ingredient,42955,drug_exposure,151,12,0.018349465571815222,
1136422,levocetirizine,Drug,RxNorm,Ingredient,356887,drug_exposure,170,39,0.059635763108399471,
1742253,levofloxacin,Drug,RxNorm,Ingredient,82122,drug_exposure,4472,606,0.92664801137666863,
1589505,levonorgestrel,Drug,RxNorm,Ingredient,6373,drug_exposure,1,1,0.0015291221309846018,
40173184,levosimendan,Drug,RxNorm,Ingredient,73107,drug_exposure,379,74,0.11315503769286053,
1501700,levothyroxine,Drug,RxNorm,Ingredient,10582,drug_exposure,19280,1846,2.8227594537975746,
989878,lidocaine,Drug,RxNorm,Ingredient,6387,drug_exposure,9112,4662,7.1287673746502129,
36028719,lidocaine / norepinephrine,Drug,RxNorm,Multiple Ingredients,1008641,drug_exposure,112,102,0.15597045736042939,
36029745,lidocaine / prilocaine,Drug,RxNorm,Multiple Ingredients,166283,drug_exposure,14,7,0.010703854916892212,
36030289,lidocaine / tetracaine,Drug,RxNorm,Multiple Ingredients,608568,drug_exposure,18,9,0.013762099178861415,
40239216,linagliptin,Drug,RxNorm,Ingredient,1100699,drug_exposure,32,9,0.013762099178861415,
1736887,linezolid,Drug,RxNorm,Ingredient,190376,drug_exposure,736,71,0.10856767129990673,
1505346,liothyronine,Drug,RxNorm,Ingredient,10814,drug_exposure,41,6,0.0091747327859076112,
40170911,liraglutide,Drug,RxNorm,Ingredient,475968,drug_exposure,70,18,0.02752419835772283,
709567,lisdexamfetamine,Drug,RxNorm,Ingredient,700810,drug_exposure,21,1,0.0015291221309846018,
1308216,lisinopril,Drug,RxNorm,Ingredient,29046,drug_exposure,22386,4706,7.1960487484135358,
19124477,lithium,Drug,RxNorm,Ingredient,6448,drug_exposure,75,18,0.02752419835772283,
751246,lithium carbonate,Drug,RxNorm,Ingredient,42351,drug_exposure,689,83,0.12691713687172193,
767410,lithium citrate,Drug,RxNorm,Ingredient,52105,drug_exposure,167,8,0.012232977047876814,
991876,loperamide,Drug,RxNorm,Ingredient,6468,drug_exposure,15249,769,1.1758949187271588,
36030114,lopinavir / ritonavir,Drug,RxNorm,Multiple Ingredients,284640,drug_exposure,241,12,0.018349465571815222,
1107830,loratadine,Drug,RxNorm,Ingredient,28889,drug_exposure,201,49,0.074926984418245482,
791967,lorazepam,Drug,RxNorm,Ingredient,6470,drug_exposure,64365,7962,12.1748704068994,
19007977,lormetazepam,Drug,RxNorm,Ingredient,28894,drug_exposure,214,28,0.042815419667568848,
1367500,losartan,Drug,RxNorm,Ingredient,52175,drug_exposure,4969,1164,1.7798981604660764,
40230761,lurasidone,Drug,RxNorm,Ingredient,1040028,drug_exposure,2,1,0.0015291221309846018,
19092358,lynestrenol,Drug,RxNorm,Ingredient,6529,drug_exposure,522,37,0.056577518846430266,
19092377,lysine,Drug,RxNorm,Ingredient,6536,drug_exposure,27,1,0.0015291221309846018,
44507580,macitentan,Drug,RxNorm,Ingredient,1442132,drug_exposure,127,13,0.019878587702799821,
19124906,magnesium,Drug,RxNorm,Ingredient,6574,drug_exposure,63,17,0.025995076226738231,
967861,magnesium citrate,Drug,RxNorm,Ingredient,52356,drug_exposure,4,4,0.0061164885239384072,
19067971,magnesium gluconate,Drug,RxNorm,Ingredient,52358,drug_exposure,1351,174,0.26606725079132071,
992956,magnesium hydroxide,Drug,RxNorm,Ingredient,6581,drug_exposure,27097,4774,7.3000290533204888,
993631,magnesium oxide,Drug,RxNorm,Ingredient,6582,drug_exposure,14355,904,1.38232640641008,
19093848,magnesium sulfate,Drug,RxNorm,Ingredient,6585,drug_exposure,69277,22877,34.981726990534732,
36027924,magnesium sulfate / potassium sulfate / sodium sulfate,Drug,RxNorm,Multiple Ingredients,1007809,drug_exposure,1,1,0.0015291221309846018,
793127,magnesium sulfite,Drug,RxNorm,Ingredient,1990883,drug_exposure,11781,4634,7.0859519549826446,
994058,mannitol,Drug,RxNorm,Ingredient,6628,drug_exposure,9213,838,1.2814043457650963,
1787101,maraviroc,Drug,RxNorm,Ingredient,620216,drug_exposure,18,2,0.0030582442619692036,
1794280,mebendazole,Drug,RxNorm,Ingredient,6672,drug_exposure,2,2,0.0030582442619692036,
19008994,mebeverine,Drug,RxNorm,Ingredient,29410,drug_exposure,331,55,0.08410171720415309,
36027261,meclizine / vitamin B6,Drug,RxNorm,Multiple Ingredients,1007131,drug_exposure,2,1,0.0015291221309846018,
1500211,medroxyprogesterone,Drug,RxNorm,Ingredient,6691,drug_exposure,46,10,0.015291221309846018,
1300978,megestrol,Drug,RxNorm,Ingredient,6703,drug_exposure,67,3,0.0045873663929538056,
19009054,meglumine ioxithalamate,Drug,RxNorm,Ingredient,29459,drug_exposure,403,289,0.44191629585454989,
1301152,melatonin,Drug,RxNorm,Ingredient,6711,drug_exposure,8137,1090,1.6667431227732159,
1150345,meloxicam,Drug,RxNorm,Ingredient,41493,drug_exposure,1,1,0.0015291221309846018,
1301267,melphalan,Drug,RxNorm,Ingredient,6718,drug_exposure,25,19,0.029053320488707433,
45775636,meningococcal group B vaccine,Drug,RxNorm,Ingredient,1593128,drug_exposure,7,6,0.0091747327859076112,
901656,menthol,Drug,RxNorm,Ingredient,6750,drug_exposure,3,1,0.0015291221309846018,
1102527,meperidine,Drug,RxNorm,Ingredient,6754,drug_exposure,1027,392,0.59941587534596386,
19102106,mepirodipine,Drug,RxNorm,Ingredient,39879,drug_exposure,279,107,0.16361606801535239,
702774,mepivacaine,Drug,RxNorm,Ingredient,6759,drug_exposure,3,3,0.0045873663929538056,
35606631,mepolizumab,Drug,RxNorm,Ingredient,1720597,drug_exposure,1,1,0.0015291221309846018,
1436650,mercaptopurine,Drug,RxNorm,Ingredient,103,drug_exposure,34,9,0.013762099178861415,
1709170,meropenem,Drug,RxNorm,Ingredient,29561,drug_exposure,38039,1957,2.9924920103368655,
968426,mesalamine,Drug,RxNorm,Ingredient,52582,drug_exposure,720,74,0.11315503769286053,
1354698,mesna,Drug,RxNorm,Ingredient,44,drug_exposure,889,124,0.18961114424209061,
19003303,metaraminol,Drug,RxNorm,Ingredient,6805,drug_exposure,9,6,0.0091747327859076112,
1503297,metformin,Drug,RxNorm,Ingredient,6809,drug_exposure,28241,2895,4.4268085692004222,
36030770,metformin / sitagliptin,Drug,RxNorm,Multiple Ingredients,729717,drug_exposure,8,3,0.0045873663929538056,
1103640,methadone,Drug,RxNorm,Ingredient,6813,drug_exposure,7540,372,0.56883343272627185,
1504620,methimazole,Drug,RxNorm,Ingredient,6835,drug_exposure,550,81,0.12385889260975275,
19004724,methionine,Drug,RxNorm,Ingredient,6837,drug_exposure,4,1,0.0015291221309846018,
1305058,methotrexate,Drug,RxNorm,Ingredient,6851,drug_exposure,162,86,0.13150450326467575,
905371,methylcellulose,Drug,RxNorm,Ingredient,6873,drug_exposure,33,7,0.010703854916892212,
1305447,methyldopa,Drug,RxNorm,Ingredient,6876,drug_exposure,170,22,0.03364068688166124,
905518,methylene blue,Drug,RxNorm,Ingredient,6878,drug_exposure,111,97,0.14832484670550636,
909841,methylnaltrexone,Drug,RxNorm,Ingredient,29899,drug_exposure,28,14,0.021407709833784424,
705944,methylphenidate,Drug,RxNorm,Ingredient,6901,drug_exposure,1391,93,0.14220835818156796,
1506270,methylprednisolone,Drug,RxNorm,Ingredient,6902,drug_exposure,4545,949,1.451136902304387,
906780,metoclopramide,Drug,RxNorm,Ingredient,6915,drug_exposure,42945,6447,9.8582503784577273,
1307046,metoprolol,Drug,RxNorm,Ingredient,6918,drug_exposure,157715,14743,22.543847577105982,
1707164,metronidazole,Drug,RxNorm,Ingredient,6922,drug_exposure,66012,4765,7.2862669541416274,
19007490,metyrapone,Drug,RxNorm,Ingredient,6923,drug_exposure,442,12,0.018349465571815222,
1307542,mexiletine,Drug,RxNorm,Ingredient,6926,drug_exposure,401,9,0.013762099178861415,
19018013,micafungin,Drug,RxNorm,Ingredient,325887,drug_exposure,150,27,0.041286297536584249,
907879,miconazole,Drug,RxNorm,Ingredient,6932,drug_exposure,8066,545,0.833371561386608,
36027059,miconazole / zinc oxide,Drug,RxNorm,Multiple Ingredients,1006920,drug_exposure,9,4,0.0061164885239384072,
708298,midazolam,Drug,RxNorm,Ingredient,6960,drug_exposure,169452,9423,14.408917840267902,
1308368,midodrine,Drug,RxNorm,Ingredient,6963,drug_exposure,2764,85,0.12997538113369114,
1594003,midostaurin,Drug,RxNorm,Ingredient,1919083,drug_exposure,44,5,0.0076456106549230088,
1508439,mifepristone,Drug,RxNorm,Ingredient,6964,drug_exposure,3,3,0.0045873663929538056,
1368671,milrinone,Drug,RxNorm,Ingredient,52769,drug_exposure,16010,1354,2.070431365353151,
1708880,minocycline,Drug,RxNorm,Ingredient,6980,drug_exposure,54,11,0.01682034344083062,
1309068,minoxidil,Drug,RxNorm,Ingredient,6984,drug_exposure,5,2,0.0030582442619692036,
42873636,mirabegron,Drug,RxNorm,Ingredient,1300786,drug_exposure,89,30,0.045873663929538053,
725131,mirtazapine,Drug,RxNorm,Ingredient,15996,drug_exposure,3082,342,0.52295976879673378,
1150871,misoprostol,Drug,RxNorm,Ingredient,42331,drug_exposure,47,13,0.019878587702799821,
