concept_id,concept_name,domain_id,concept_class_id,vocabulary_id,concept_code,source_vocabulary_id,source_code,source_code_description,source_frequency,source_frequency_validated,mapping_status,equivalence
36714172,Chest drain fluid swinging,Observation,Clinical Finding,SNOMED,719293005,AUMC List,10587,Thoraxdrain1 Transport,145841,145841,APPROVED,EQUAL
4224856,Pressure injury stage,Observation,Observable Entity,SNOMED,420592002,AUMC List,12833,Vingers Li,1923,1923,APPROVED,EQUAL
,,,,,,AUMC List,21192,Pulsaties Arteria Femoralis Li,68,68,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16283,Nazorg voelen moe,60,60,APPROVED,UNMATCHED
4224856,Pressure injury stage,Observation,Observable Entity,SNOMED,420592002,AUMC List,12834,Vingers Re,1829,1829,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,13064,Temp Huid Plaats,1707,1707,APPROVED,UNMATCHED
36714172,Chest drain fluid swinging,Observation,Clinical Finding,SNOMED,719293005,AUMC List,10588,Thoraxdrain2 Transport,22692,22692,APPROVED,EQUAL
4093203,MRC grade - muscle power,Measurement,Observable Entity,SNOMED,249956007,AUMC List,19255,MRC Sum Score Rechts Abductie arm,953,953,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20115,Exposure Dislocatie drain,5,5,APPROVED,UNMATCHED
3016384,Type of Nasogastric tube,Measurement,Clinical Observation,LOINC,9037-3,AUMC List,12615,Sonde type,12103,12103,APPROVED,EQUAL
36714172,Chest drain fluid swinging,Observation,Clinical Finding,SNOMED,719293005,AUMC List,10589,Thoraxdrain3 Transport,3801,3801,APPROVED,EQUAL
,,,,,,AUMC List,21233,Wisselligging barrièrelijst,1703,1703,UNCHECKED,UNREVIEWED
4025210,Gastric function,Observation,Observable Entity,SNOMED,106082003,AUMC List,12621,Sonde functie,14837,14837,APPROVED,INEXACT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16284,Nazorg belemmering sociale activiteiten,58,58,APPROVED,UNMATCHED
4065661,Cerebrospinal fluid appearance,Measurement,Observable Entity,SNOMED,167706005,AUMC List,10604,Liquor aspect,48355,48355,APPROVED,EQUIVALENT
4093203,MRC grade - muscle power,Measurement,Observable Entity,SNOMED,249956007,AUMC List,19256,MRC Sum Score Rechts Dorsaalflexie voet,956,956,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,10653,VerzekeringTypeX,1,1,APPROVED,UNMATCHED
,,,,,,AUMC List,21234,Mobilisatie barrièrelijst,1527,1527,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20119,Exposure Obstructie/afknellen drain,1,1,APPROVED,UNMATCHED
4302472,Regulation of gastric emptying,Observation,Observable Entity,SNOMED,78763000,AUMC List,12622,Sonde zuigdruk (H2O),62,62,APPROVED,INEXACT
4083165,Fluid replacement technique,Observation,Qualifier Value,SNOMED,278394000,AUMC List,10659,Dilutie,5371,5371,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20121,Other Apparatuur,19,19,APPROVED,UNMATCHED
1761496,Cardiopulmonary resuscitation orders,Observation,Clinical Observation,LOINC,100822-6,AUMC List,10673,Beleid,15762,15762,APPROVED,EQUAL
3046004,Intubation tube depth Respiratory system,Measurement,Clinical Observation,LOINC,33444-1,AUMC List,12623,Tube diepte,17394,17394,APPROVED,EQUIVALENT
42539462,Source (property),Observation,Qualifier Value,SNOMED,734842000,AUMC List,10697,Gewicht bron,23544,23544,APPROVED,EQUAL
21491186,Endotracheal tube Diameter,Measurement,Clinical Observation,LOINC,79562-5,AUMC List,12624,Tube maat,8632,8632,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16285,Nazorg uitspraken gemakkelijk ziek,60,60,APPROVED,UNMATCHED
,,,,,,AUMC List,21239,Actieve Mobilisatie Methode,115,115,UNCHECKED,UNREVIEWED
4093203,MRC grade - muscle power,Measurement,Observable Entity,SNOMED,249956007,AUMC List,19257,MRC Sum Score Rechts Extensie pols,995,995,APPROVED,EQUAL
42527659,Body height method,Measurement,Clinical Observation,LOINC,83844-1,AUMC List,10702,Lengte bron,22101,22101,APPROVED,EQUAL
4296228,Insertion site,Observation,Morph Abnormality,SNOMED,386141001,AUMC List,12625,Tube route,8797,8797,APPROVED,INEXACT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20122,Other Communicatie,4,4,APPROVED,UNMATCHED
,,,,,,AUMC List,12096,ADL Hulp,168,168,UNCHECKED,UNREVIEWED
,,,,,,AUMC List,19725,ICARUS PLAPS links,1066,1066,UNCHECKED,UNREVIEWED
42539462,Source (property),Observation,Qualifier Value,SNOMED,734842000,AUMC List,12099,Allergie 1 Bron,1404,1404,APPROVED,EQUIVALENT
,,,,,,AUMC List,19726,ICARUS PLAPS rechts,1080,1080,UNCHECKED,UNREVIEWED
36305611,Tracheostomy tube diameter,Measurement,Clinical Observation,LOINC,89086-3,AUMC List,12627,Tracheacanule maat,1926,1926,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20123,Other item anders pre-per-post,3,3,APPROVED,UNMATCHED
,,,,,,AUMC List,19727,ICARUS RA,1065,1065,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16286,Nazorg uitspraken net zo gezond,59,59,APPROVED,UNMATCHED
4093203,MRC grade - muscle power,Measurement,Observable Entity,SNOMED,249956007,AUMC List,19258,MRC Sum Score Rechts Flexie Elleboog,997,997,APPROVED,EQUAL
3004779,Chest tube site,Observation,Clinical Observation,LOINC,8931-8,AUMC List,8669,Thoraxdrain2 Plaats,27977,27977,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,12629,Tracheacanule type,1559,1559,APPROVED,UNMATCHED
,,,,,,AUMC List,19729,ICARUS RV,1057,1057,UNCHECKED,UNREVIEWED
,,,,,,AUMC List,12664,Tonus,57,57,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20124,Other Logistiek & Planning,5,5,APPROVED,UNMATCHED
3004779,Chest tube site,Observation,Clinical Observation,LOINC,8931-8,AUMC List,8670,Thoraxdrain3 Plaats,5126,5126,APPROVED,EQUAL
,,,,,,AUMC List,19730,ICARUS RV functie,1050,1050,UNCHECKED,UNREVIEWED
4093203,MRC grade - muscle power,Measurement,Observable Entity,SNOMED,249956007,AUMC List,19259,MRC Sum Score Rechts Heup flexie,1061,1061,APPROVED,EQUAL
,,,,,,AUMC List,12665,Knie Li extensie MRC,18,18,UNCHECKED,UNREVIEWED
4122997,Suction drainage measurement,Observation,Qualifier Value,SNOMED,258118009,AUMC List,8691,Thoraxdrain1 Zuigkracht,165045,165045,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20137,Transport Airway (A),467,467,APPROVED,UNMATCHED
,,,,,,AUMC List,19731,ICARUS Verdenking tamponade,1147,1147,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16287,Nazorg uitspraken achteruitgaan gezondheid,60,60,APPROVED,UNMATCHED
4122997,Suction drainage measurement,Observation,Qualifier Value,SNOMED,258118009,AUMC List,8692,Thoraxdrain2 Zuigkracht,27907,27907,APPROVED,EQUAL
,,,,,,AUMC List,12666,Knie Re extensie MRC,17,17,UNCHECKED,UNREVIEWED
4093203,MRC grade - muscle power,Measurement,Observable Entity,SNOMED,249956007,AUMC List,19260,MRC Sum Score Rechts Knie extensie,1229,1229,APPROVED,EQUAL
,,,,,,AUMC List,19732,ICARUS Vullingstatus,1342,1342,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20139,Transport bestemming,1989,1989,APPROVED,UNMATCHED
4122997,Suction drainage measurement,Observation,Qualifier Value,SNOMED,258118009,AUMC List,8693,Thoraxdrain3 Zuigkracht,5082,5082,APPROVED,EQUAL
,,,,,,AUMC List,12667,Enkel Li dorsaalflexie MRC,16,16,UNCHECKED,UNREVIEWED
,,,,,,AUMC List,19288,Fysio Mobiliteit Hand openen links,1402,1402,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16288,Nazorg uitspraken gezondheid uitstekend,59,59,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20140,Transport Breathing (B),287,287,APPROVED,UNMATCHED
4307599,Air leakage,Observation,Morph Abnormality,SNOMED,38785003,AUMC List,8695,Thoraxdrain1 Luchtlekkage,138447,138447,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19796,Aandacht - fysiek -Status01,4188,4188,APPROVED,UNMATCHED
,,,,,,AUMC List,12668,Enkel Re dorsaalflexie MRC,18,18,UNCHECKED,UNREVIEWED
4307599,Air leakage,Observation,Morph Abnormality,SNOMED,38785003,AUMC List,8696,Thoraxdrain2 Luchtlekkage,22040,22040,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20141,Transport Circulation (C),669,669,APPROVED,UNMATCHED
,,,,,,AUMC List,12669,Handen Li knijpkracht MRC,17,17,UNCHECKED,UNREVIEWED
,,,,,,AUMC List,19289,Fysio Mobiliteit Hand openen rechts,744,744,UNCHECKED,UNREVIEWED
4307599,Air leakage,Observation,Morph Abnormality,SNOMED,38785003,AUMC List,8698,Thoraxdrain3 Luchtlekkage,4160,4160,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19797,Aandacht - fysiek -Status02,2707,2707,APPROVED,UNMATCHED
4085985,Site of drainage,Observation,Attribute,SNOMED,246287001,AUMC List,8730,Wonddrain1 Plaats,32787,32787,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16295,Nazorg reacties aantal pijnlijke beelden,59,59,APPROVED,UNMATCHED
,,,,,,AUMC List,12670,Handen Re knijpkracht MRC,20,20,UNCHECKED,UNREVIEWED
,,,,,,AUMC List,19290,Fysio Mobiliteit Hand sluiten links,789,789,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20144,Transport Disability (D),281,281,APPROVED,UNMATCHED
4085985,Site of drainage,Observation,Attribute,SNOMED,246287001,AUMC List,8731,Wonddrain2 Plaats,14972,14972,APPROVED,EQUAL
4186054,Anatomic reference point,Observation,Qualifier Value,SNOMED,413529001,AUMC List,12751,Tube referentiepunt,10458,10458,APPROVED,EQUAL
4085985,Site of drainage,Observation,Attribute,SNOMED,246287001,AUMC List,8732,Wonddrain3 Plaats,4648,4648,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20145,Transport Doel,279,279,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16296,Nazorg reacties nachtmerries,58,58,APPROVED,UNMATCHED
4224856,Pressure injury stage,Observation,Observable Entity,SNOMED,420592002,AUMC List,12807,Achterhoofd,4786,4786,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19798,Aandacht - fysiek -Status03,1767,1767,APPROVED,UNMATCHED
4085985,Site of drainage,Observation,Attribute,SNOMED,246287001,AUMC List,8733,Wonddrain4 Plaats,1165,1165,APPROVED,EQUAL
,,,,,,AUMC List,19291,Fysio Mobiliteit Hand sluiten rechts,1016,1016,UNCHECKED,UNREVIEWED
4239407,Regularity of heart rhythm,Observation,Observable Entity,SNOMED,364074009,AUMC List,8825,Ectopie,156550,156550,APPROVED,EQUAL
21491763,Left pupil Pupillary response,Measurement,Clinical Observation,LOINC,79899-1,AUMC List,8829,Pupil Links Reactie,244519,244519,APPROVED,EQUAL
21490963,Right pupil Pupillary response,Measurement,Clinical Observation,LOINC,79815-7,AUMC List,8830,Pupil Rechts Reactie,242938,242938,APPROVED,EQUAL
3026611,Left eye Pupil diameter Manual,Measurement,Clinical Observation,LOINC,8641-3,AUMC List,8832,Pupil Links Grootte,248779,248779,APPROVED,EQUAL
3010321,Right eye Pupil diameter Manual,Measurement,Clinical Observation,LOINC,8643-9,AUMC List,8833,Pupil Rechts Grootte,248612,248612,APPROVED,EQUAL
4084838,Postoperative visit,Observation,Clinical Finding,SNOMED,183646003,AUMC List,19376,ViaOK,16289,16289,APPROVED,EQUAL
,,,,,,AUMC List,8840,ABP Plaats,2,2,UNCHECKED,UNREVIEWED
4224856,Pressure injury stage,Observation,Observable Entity,SNOMED,420592002,AUMC List,12809,Andere plek categorie,18620,18620,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20146,Transport Exposure (E) drains,293,293,APPROVED,UNMATCHED
4178501,Mobility,Observation,Observable Entity,SNOMED,363803005,AUMC List,19596,Mobiliseren bed/stoel,9273,9273,APPROVED,INEXACT
21491507,Bed type,Observation,Clinical Observation,LOINC,80409-6,AUMC List,12810,Bedsoort,207294,207294,APPROVED,UNMATCHED
,,,,,,AUMC List,8848,Beademingstoestel,1315,1315,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19799,Aandacht - fysiek -Status04,1069,1069,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20147,Transport Modus,282,282,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16297,Nazorg reacties opname opnieuw plaatsvinden,58,58,APPROVED,UNMATCHED
,,,,,,AUMC List,18692,Complicatie_Interventie_1,105,105,UNCHECKED,UNREVIEWED
4239191,Tracheobronchial suctioning,Procedure,Procedure,SNOMED,68187007,AUMC List,8889,Aantal Bronchiaaltoilet,281078,281078,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19606,BPS - Acceptatie beademing,74526,74526,APPROVED,UNMATCHED
608009,Device setting parameter,Observation,Observable Entity,SNOMED,1156600005,AUMC List,6658,IABP Frequentie,85460,21254,APPROVED,EQUAL
4091457,Cardiac rhythm type,Observation,Observable Entity,SNOMED,251149006,AUMC List,6671,Hartritme,2013206,2013206,APPROVED,EQUAL
3004921,Ventilation mode Ventilator,Measurement,Clinical Observation,LOINC,20124-4,AUMC List,6685,Type Beademing Evita 4,44609,40921,APPROVED,EQUAL
3016335,Glasgow coma score eye opening,Measurement,Clinical Observation,LOINC,9267-6,AUMC List,6732,Actief openen van de ogen,207667,207667,APPROVED,EQUAL
3008223,Glasgow coma score motor,Measurement,Clinical Observation,LOINC,9268-4,AUMC List,6734,Beste motore reactie van de armen,198321,198321,APPROVED,EQUAL
3009094,Glasgow coma score verbal,Measurement,Clinical Observation,LOINC,9270-0,AUMC List,6735,Beste verbale reactie,206008,206008,APPROVED,EQUAL
3053213,Specimen source [Identifier] of Body fluid,Measurement,Lab Test,LOINC,47938-6,AUMC List,7432,Afnameplaats,24903,24903,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20148,Transport RASS score,197,197,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19607,BPS - Bewegen lichaam,73526,73526,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19800,Aandacht - fysiek -Status05,701,701,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16298,Nazorg reacties van slag,58,58,APPROVED,UNMATCHED
,,,,,,AUMC List,18693,Complicatie_Interventie_2,3,3,UNCHECKED,UNREVIEWED
1988427,Replacement fluid Renal replacement therapy circuit,Measurement,Clinical Observation,LOINC,99733-8,AUMC List,7672,Substitutie vloeistof,3598,3598,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20149,Transport Transporteerders,577,577,APPROVED,UNMATCHED
4218046,Fluid appearance,Measurement,Observable Entity,SNOMED,396276007,AUMC List,16057,Thoraxdrain4 Aspect,318,318,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,7969,RedenStakenCVVH,1872,1872,APPROVED,UNMATCHED
45769206,Oxygen therapy support,Observation,Procedure,SNOMED,707808001,AUMC List,8189,Toedieningsweg,647264,647264,APPROVED,EQUAL
,,,,,,AUMC List,18697,Complicatie_Uitkomst_1,122,122,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20348,CAM-ICU auditieve test,2446,2446,APPROVED,UNMATCHED
1989388,Pacemaker mode,Measurement,Clinical Observation,LOINC,99684-3,AUMC List,8200,Pacemaker mode,13743,13743,APPROVED,EQUAL
4218046,Fluid appearance,Measurement,Observable Entity,SNOMED,396276007,AUMC List,16058,Thoraxdrain5 Aspect,41,41,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19801,Aandacht - fysiek -Status06,358,358,APPROVED,UNMATCHED
,,,,,,AUMC List,18698,Complicatie_Uitkomst_2,1,1,UNCHECKED,UNREVIEWED
4218046,Fluid appearance,Measurement,Observable Entity,SNOMED,396276007,AUMC List,16059,Thoraxdrain6 Aspect,13,13,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16299,Nazorg reacties lichamelijke verschijnselen,57,57,APPROVED,UNMATCHED
,,,,,,AUMC List,8400,Defaecatie consistentie,1,1,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,8616,Filtertype,3322,3322,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20349,CAM-ICU ongeorganiseerd denken opdrachten,97,97,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19802,Aandacht - fysiek -Status07,236,236,APPROVED,UNMATCHED
608009,Device setting parameter,Observation,Observable Entity,SNOMED,1156600005,AUMC List,8647,IABP Trigger,85228,21010,APPROVED,EQUAL
4353741,Cardioversion,Procedure,Procedure,SNOMED,250980009,AUMC List,16084,Cardioversie Indicatie,377,377,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,8650,IABP Curve,3255,3255,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16300,Nazorg reacties vermijden gedachten,57,57,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,18814,IC NAS Administratieve en management taken,72259,72259,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16101,Reanimatie Ondernomen acties,300,300,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,8651,Pulsaties Li-been,23511,23511,APPROVED,UNMATCHED
321042,Cardiac arrest,Condition,Disorder,SNOMED,410429000,AUMC List,16102,Reanimatie Oorzaak,185,185,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20350,CAM-ICU ongeorganiseerd denken vragen,105,105,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19803,Aandacht - fysiek -Status09,57,57,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,8652,Pulsaties Re-been,24189,24189,APPROVED,UNMATCHED
4232320,Cardiopulmonary resuscitation,Procedure,Procedure,SNOMED,89666000,AUMC List,16103,Reanimatie Reden,210,210,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,20351,CAM-ICU score,17677,17677,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16301,Nazorg reacties vermijden activiteiten,57,57,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,18839,IC NAS Mobiliseren en positioneren,72262,72262,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,8654,IABP Pulsatie,3661,3661,APPROVED,UNMATCHED
3024265,Body temperature measurement site,Observation,Clinical Observation,LOINC,8327-9,AUMC List,8663,Temperatuur Plaats 1,132512,132512,APPROVED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,18840,IC NAS Monitoren,72263,72263,APPROVED,UNMATCHED
3004779,Chest tube site,Observation,Clinical Observation,LOINC,8931-8,AUMC List,8668,Thoraxdrain1 Plaats,163229,163229,APPROVED,EQUAL
,,,,,,AUMC List,16177,Bronchoscopie Complicatielijst,45,45,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15158,DOS 7,11407,11407,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19804,Aandacht - fysiek -Status10,24,24,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15159,DOS 8,11389,11389,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16302,Nazorg reacties delen herinneren,51,51,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15160,DOS 9,11449,11449,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15161,DOS 10,11512,11512,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15162,DOS 11,11879,11879,APPROVED,UNMATCHED
604177,Flexible bronchoscopy,Procedure,Procedure,SNOMED,69621000052107,AUMC List,16179,Bronchoscopie Indicatie,425,425,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15163,DOS 12,12170,12170,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15164,DOS 13,14016,14016,APPROVED,UNMATCHED
4165600,Visual analog pain scale,Measurement,Staging / Scales,SNOMED,273904000,AUMC List,15172,VAS score,145333,145333,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19805,Aandacht - fysiek -Status08,140,140,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,18841,IC NAS Ondersteuning en zorg naasten,72259,72259,APPROVED,UNMATCHED
40771868,Artificial airway,Observation,Survey,LOINC,69347-3,AUMC List,15295,Gecuffed/Ontcuffed,21950,21950,APPROVED,INEXACT
,,,,,,AUMC List,16181,Bronchoscopie Introductie via,249,249,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16303,Nazorg reacties moeilijk genieten,54,54,APPROVED,UNMATCHED
,,,,,,AUMC List,16182,Bronchoscopie nummer,79,79,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,18842,IC NAS Procedures  hygiëne,72259,72259,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19816,Aandacht - psyche -Status01,1580,1580,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16304,Nazorg reacties minder betrokken,54,54,APPROVED,UNMATCHED
46235663,General health,Observation,Clinical Observation,LOINC,76447-2,AUMC List,16200,Nazorg Conditie,66,66,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19232,Fysio-Assesment resultaat,3797,3797,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19817,Aandacht - psyche -Status02,503,503,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16228,Nazorg  tijdstip,122,122,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15709,Pat_Ontslag_Infuusbeleid,14290,14290,APPROVED,UNMATCHED
,,,,,,AUMC List,19233,Fysio BBS stand,488,488,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16305,Nazorg reacties verdrietig,54,54,APPROVED,UNMATCHED
,,,,,,AUMC List,19235,Fysio BBS zit,429,429,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19818,Aandacht - psyche -Status03,182,182,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16229,Nazorg  tijd na ontslag,59,59,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15710,Pat_Ontslag_Instructies_Controles,14140,14140,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16306,Nazorg reacties pessimistisch,56,56,APPROVED,UNMATCHED
,,,,,,AUMC List,19237,Fysio BBS zit-stand,525,525,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,19819,Aandacht - psyche -Status04,83,83,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15711,Pat_Ontslag_Instructies_Medicatie,14309,14309,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16235,Nazorg  mening enquete,76,76,APPROVED,UNMATCHED
,,,,,,AUMC List,19239,Fysio Coöperatie Aankijken,2548,2548,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16307,Nazorg reacties inslapen,55,55,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16237,Nazorg  cijfer,64,64,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15712,Pat_Ontslag_Instructies_Oxygenatie,14301,14301,APPROVED,UNMATCHED
46235663,General health,Observation,Clinical Observation,LOINC,76447-2,AUMC List,16252,Nazorg gezondheid,125,125,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16308,Nazorg reacties geïrriteerd,55,55,APPROVED,UNMATCHED
,,,,,,AUMC List,19240,Fysio Coöperatie Hoofdschudden,1462,1462,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16253,Nazorg gezondheid jaar geleden,63,63,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15713,Pat_Ontslag_Instructies_Wondverzorging_Dieet,14604,14604,APPROVED,UNMATCHED
,,,,,,AUMC List,19241,Fysio Coöperatie Ogen,1443,1443,UNCHECKED,UNREVIEWED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16254,Nazorg bezigheden Forse Inpanning,62,62,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,15715,Pat_Ontslag_Score_Afspraak_Protocol,15534,15534,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16309,Nazorg reacties concentratie,55,55,APPROVED,UNMATCHED
44808681,Suspected sepsis,Observation,Context-dependent,SNOMED,859701000000104,AUMC List,15808,Opname Sepsis,58291,58291,APPROVED,EQUAL
,,,,,,AUMC List,19242,Fysio Coöperatie Tong uitsteken,1513,1513,UNCHECKED,UNREVIEWED
4218046,Fluid appearance,Measurement,Observable Entity,SNOMED,396276007,AUMC List,16054,Thoraxdrain1 Aspect,79477,79477,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC List,16255,Nazorg bezigheden Matige inspanning,62,62,APPROVED,UNMATCHED
