itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
10961,ASCARIASIS (bloed),,,,,ASCARIASIS (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,2,2.0
10962,CYSTICER. (bloed),,,,,CYSTICER. (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,1,1.0
10963,ECHINOCOC (bloed),,,,,ECHINOCOC (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
10964,FILARIASIS (bloed),,,,,FILARIASIS (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,1,1.0
10966,LEISHMANIA (serum)-LabZis2,,,,,LEISHMANIA-ser-LabZis2,696,LAB-LabZIS2_Ongebruikt,,,,1.0,,,,,,,,,,freetextitems,1,1.0
10967,Brucella Ig totaal (bloed),,,,,Brucella Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,21,21.0
10968,Clostridium difficile toxine A+B (faeces),,,,,Clostridium difficile toxine A+B (faeces),540,LAB-Viro-Micro-faeces,,,,1.0,,,,,,,,,,freetextitems,1845,1845.0
10969,Clostridium difficile toxine A+B voor stam (stam),,,,,Clostridium difficile toxine A+B voor stam (stam),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,33,33.0
10970,AGGL.MPNEU (bloed),,,,,AGGL.MPNEU (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,297,297.0
10971,VDRL (bloed),,,,,VDRL (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,71,71.0
10972,VDRL (liquor),,,,,VDRL (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,9,9.0
10973,Paul Bunnell (bloed),,,,,Paul Bunnell (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,2,2.0
10977,SCHIS.Elis (bloed),,,,,SCHIS.Elis (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,7,7.0
10988,SCHIS.IHA (bloed),,,,,SCHIS.IHA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11000,TOXOCARA (bloed),,,,,TOXOCARA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11008,VIROL.MAT. (biopt),,,,,VIROL.MAT. (biopt),555,LAB-Viro-Micro-biopt,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11013,TRYPANOSOM (bloed),,,,,TRYPANOSOM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11015,Mycoplasma pneumoniae DNA PCR (keel),,,,,Mycoplasma pneumoniae DNA PCR (keel),547,LAB-Viro-Micro-keel,,,,1.0,,,,,,,,,,freetextitems,96,96.0
11016,Mycoplasma pneumoniae DNA PCR (overig),,,,,Mycoplasma pneumoniae DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,32,32.0
11017,Chlamydia pneumoniae DNA PCR (br.-alv.lav),,,,,Chlamydia pneumoniae DNA PCR (br.-alv.lav),514,LAB-Viro-Micro-BAL,,,,1.0,,,,,,,,,,freetextitems,88,88.0
11018,Toxoplasma gondii IgG (bloed),,,,,Toxoplasma gondii IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,70,70.0
11019,Chlamydia pneumoniae DNA PCR (keel),,,,,Chlamydia pneumoniae DNA PCR (keel),547,LAB-Viro-Micro-keel,,,,1.0,,,,,,,,,,freetextitems,72,72.0
11021,Chlamydia pneumoniae DNA PCR (overig),,,,,Chlamydia pneumoniae DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,20,20.0
11024,a-1-Antitryps. typ (bloed),,,,,a-1-Antitryps. typ (bloed),490,LAB-Chem-bloed,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11031,Gem.Schimmel (bloed),,,,,Gem.Schimmel (bloed),485,LAB-Imm-bloed,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11086,Penicill. KWAL (bloed),,,,,Penicill. KWAL (bloed),485,LAB-Imm-bloed,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11088,Hep.C PCR (bloed),,,,,Hep.C PCR (bloed),537,LAB-Viro-Micro-edta-bloed,,,,1.0,,,,,,,,,,freetextitems,4,4.0
11091,Aspergillus KWAL (bloed),,,,,Aspergillus KWAL (bloed),561,LAB-Viro-Micro-bloed,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11099,HSV DNA PCR (liquor),,,,,HSV DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,14,14.0
11101,Latex KWAL (bloed),,,,,Latex KWAL (bloed),485,LAB-Imm-bloed,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11103,HSV DNA PCR (overig),,,,,HSV DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11104,Cytomegalovirus DNA PCR (liquor),,,,,Cytomegalovirus DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,58,58.0
11105,Cytomegalovirus DNA kwantitatief PCR (serum),,,,,Cytomegalovirus DNA kwantitatief PCR (serum),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11107,Toxoplasma gondii IgM (bloed),,,,,Toxoplasma gondii IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,41,41.0
11108,Cytomegalovirus DNA kwantitatief PCR (edta-bloed),,,,,Cytomegalovirus DNA kwantitatief PCR (edta-bloed),537,LAB-Viro-Micro-edta-bloed,,,,1.0,,,,,,,,,,freetextitems,447,447.0
11110,Cytomegalovirus DNA kwantitatief PCR (overig),,,,,Cytomegalovirus DNA kwantitatief PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,90,90.0
11111,Overige Ext PCR (liquor),,,,,Overige Ext PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,32,32.0
11112,Overige Ext PCR  (bloed),,,,,Overige Ext PCR  (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,4,4.0
11114,Overige Ext PCR   (bloed),,,,,Overige Ext PCR   (bloed),537,LAB-Viro-Micro-edta-bloed,,,,1.0,,,,,,,,,,freetextitems,25,25.0
11116,Overige Ext PCR (overig),,,,,Overige Ext PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,27,27.0
11118,ADP primair (bloed),,,,,ADP primair (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,55,55.0
11119,ADP secundair (bloed),,,,,ADP secundair (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,55,55.0
11120,Ristocetine (bloed),,,,,Ristocetine (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,56,56.0
11122,Collageen (bloed),,,,,Collageen (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,55,55.0
11123,APC resistentie (bloed),,,,,APC resistentie (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,18,18.0
11124,LAC (bloed),,,,,LAC (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,321,321.0
11127,Remmer PT (bloed),,,,,Remmer PT (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,199,199.0
11128,Remmer APTT (bloed),,,,,Remmer APTT (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,274,274.0
11129,Factor V Mutatie (bloed),,,,,Factor V Mutatie (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,20,20.0
11130,Hb El.Citr (bloed),,,,,Hb El.Citr (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11131,Hb El.Alka (bloed),,,,,Hb El.Alka (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11136,HIT (bloed),,,,,HIT (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,81,81.0
11138,vWF Multimeren (bloed),,,,,vWF Multimeren (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11139,Afname (semen),,,,,Afname (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11140,Dr.Trekb. (semen),,,,,Dr.Trekb. (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11141,Vervloeit (semen),,,,,Vervloeit (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11143,Aspect (semen),,,,,Aspect (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11144,Geur (semen),,,,,Geur (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11147,Score Bew. (semen),,,,,Score Bew. (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11148,VIRUS typ. (keel),,,,,VIRUS typ. (keel),547,LAB-Viro-Micro-keel,,,,1.0,,,,,,,,,,freetextitems,4,4.0
11151,Pellet (semen),,,,,Pellet (semen),511,LAB-Divers-semen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11160,VIRUS typ. (pus),,,,,VIRUS typ. (pus),553,LAB-Viro-Micro-pus,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11178,RH-immun. (bloed),,,,,RH-immun. (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11181,Y.ENTEROCO (bloed),,,,,Y.ENTEROCO (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11183,AGGREGATIE (bloed),,,,,AGGREGATIE (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,4,4.0
11190,R.CONERII (bloed),,,,,R.CONERII (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11192,Sediment (overig),,,,,Sediment (overig),492,LAB-Divers-diversen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11197,EIWIT kwal (overig),,,,,EIWIT kwal (overig),486,LAB-Imm-diversen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11206,R.typhi (bloed),,,,,R.typhi (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11207,Occ.Bloed (faeces),,,,,Occ.Bloed (faeces),567,LAB-Hem-faeces,,,,1.0,,,,,,,,,,freetextitems,36,36.0
11208,OCC.BLOED (overig),,,,,OCC.BLOED (overig),501,LAB-Hem-diversen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11209,Vertering (faeces),,,,,Vertering (faeces),568,LAB-Divers-faeces,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11211,Zetmeel (faeces),,,,,Zetmeel (faeces),568,LAB-Divers-faeces,,,,1.0,,,,,,,,,,freetextitems,16,16.0
11213,Spiervezel (faeces),,,,,Spiervezel (faeces),568,LAB-Divers-faeces,,,,1.0,,,,,,,,,,freetextitems,17,17.0
11215,Vet (faeces),,,,,Vet (faeces),568,LAB-Divers-faeces,,,,1.0,,,,,,,,,,freetextitems,16,16.0
11217,Vetzuren (faeces),,,,,Vetzuren (faeces),568,LAB-Divers-faeces,,,,1.0,,,,,,,,,,freetextitems,16,16.0
11220,Spijt Bew. (bloed),,,,,Spijt Bew. (bloed),497,LAB-Divers-bloed,,,,1.0,,,,,,,,,,freetextitems,3611,3611.0
11221,Spijt Bew. (urine),,,,,Spijt Bew. (urine),499,LAB-Divers-urine,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11224,SPYT bew. (overig),,,,,SPYT bew. (overig),492,LAB-Divers-diversen,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11225,R.OVERIGEN (bloed),,,,,R.OVERIGEN (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,6,6.0
11227,Hb/ERY's (overig),,,,,Hb/ERY's (overig),501,LAB-Hem-diversen,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11228,C.JEJUNI (bloed),,,,,C.JEJUNI (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,4,4.0
11229,Varicella-Zoster virus DNA PCR (liquor),,,,,Varicella-Zoster virus DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,83,83.0
11231,Varicella-Zoster virus DNA PCR (biopt),,,,,Varicella-Zoster virus DNA PCR (biopt),555,LAB-Viro-Micro-biopt,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11232,Varicella-Zoster virus DNA PCR (overig),,,,,Varicella-Zoster virus DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,35,35.0
11233,Hb/ERY's (verz. urine),,,,,Hb/ERY's-vur,566,LAB-Hem-verz. urine,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11234,EIWIT kwal (verz. urine),,,,,EIWIT kwal-vur,489,LAB-Imm-verz. urine,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11247,Borrelia Ig totaal (bloed),,,,,Borrelia Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,55,55.0
11248,Overige Ext PCR (sputum),,,,,Overige Ext PCR (sputum),527,LAB-Viro-Micro-sputum,,,,1.0,,,,,,,,,,freetextitems,6,6.0
11252,Factor II Mutatie (bloed),,,,,Factor II Mutatie (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,14,14.0
11254,Chlm.PnIgA (bloed),,,,,Chlm.PnIgA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,204,204.0
11255,Q-fever IgG (bloed),,,,,Q-fever IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,11,11.0
11256,Inf. A IgG (bloed),,,,,Inf. A IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11257,Inf. A IgA (bloed),,,,,Inf. A IgA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,37,37.0
11258,Inf. B IgG (bloed),,,,,Inf. B IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11259,Inf. B IgA (bloed),,,,,Inf. B IgA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,37,37.0
11260,P.Inf1 IgG (bloed),,,,,P.Inf1 IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11261,P.Inf2 IgG (bloed),,,,,P.Inf2 IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11262,P.Inf3 IgG (bloed),,,,,P.Inf3 IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11263,P.Inf. IgA (bloed),,,,,P.Inf. IgA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,36,36.0
11264,Borrelia Ig totaal (liquor),,,,,Borrelia Ig totaal (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,22,22.0
11265,Ag.detect (overig),,,,,Ag.detect (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11266,Ag.detect (urine),,,,,Ag.detect (urine),550,LAB-Viro-Micro-urine,,,,1.0,,,,,,,,,,freetextitems,256,256.0
11267,LEGIONELLA (urine),,,,,LEGIONELLA (urine),550,LAB-Viro-Micro-urine,,,,1.0,,,,,,,,,,freetextitems,10,10.0
11269,HSV type 1 DNA PCR (liquor),,,,,HSV type 1 DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,199,199.0
11270,HSV type 1 DNA PCR (overig),,,,,HSV type 1 DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,239,239.0
11271,HSV type 2 DNA PCR (liquor),,,,,HSV type 2 DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,200,200.0
11272,HSV type 2 DNA PCR (overig),,,,,HSV type 2 DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1.0,,,,,,,,,,freetextitems,231,231.0
11277,Celrijkheid (beenmerg),,,,,Celrijkheid (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,174,174.0
11278,Kwaliteit (bloed),,,,,Kwaliteit (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,158,158.0
11279,Uitrijping Wit (beenmerg),,,,,Uitrijping Wit (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,147,147.0
11280,Megakaryocyten (beenmerg),,,,,Megakaryocyten (beenmerg),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,171,171.0
11281,Uitrijping Megakaryocyten (beenmerg),,,,,Uitrijping Megakaryocyten (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,147,147.0
11282,Uitrijping Rood (beenmerg),,,,,Uitrijping Rood (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,136,136.0
11283,Ijzer Centraal (bloed),,,,,Ijzer Centraal (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,72,72.0
11284,Conclusie: (bloed),,,,,Conclusie:-blo,500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,202,202.0
11285,Beoordeeld (beenmerg),,,,,Beoordeeld (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,205,205.0
11286,MYC.PN IgM (bloed),,,,,MYC.PN IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,29,29.0
11287,B.burg.IgM (bloed),,,,,B.burg.IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,17,17.0
11288,B.burg.IgM (liquor),,,,,B.burg.IgM (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11289,Conclusie: (beenmerg),,,,,Conclusie: (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,19,19.0
11294,Overige Ext PCR (biopt),,,,,Overige Ext PCR (biopt),555,LAB-Viro-Micro-biopt,,,,1.0,,,,,,,,,,freetextitems,7,7.0
11295,Sediment screening (urine),,,,,Sediment screening (urine),499,LAB-Divers-urine,,,,1.0,,,,,,,,,,freetextitems,734,734.0
11300,Arachidonzuur (bloed),,,,,Arachidonzuur (bloed),497,LAB-Divers-bloed,,,,1.0,,,,,,,,,,freetextitems,52,52.0
11304,BCR ABL kwalitatief (bloed),,,,,BCR ABL kwalitatief (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,14,14.0
11305,BCR ABL kwalitatief (beenmerg),,,,,BCR ABL kwalitatief (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,25,25.0
11307,t(8;21) (bloed),,,,,t(8;21) (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,8,8.0
11308,t(8;21) (beenmerg),,,,,t(8;21) (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,18,18.0
11310,Inv (16) (bloed),,,,,Inv (16) (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,8,8.0
11311,Inv (16) (beenmerg),,,,,Inv (16) (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,18,18.0
11313,t(15;17) (bloed),,,,,t(15;17) (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,9,9.0
11314,t(15;17) (beenmerg),,,,,t(15;17) (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,20,20.0
11316,MLL11Q23 (bloed),,,,,MLL11Q23 (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,8,8.0
11317,MLL11Q23 (beenmerg),,,,,MLL11Q23 (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,19,19.0
11327,Materiaal: (bloed),,,,,Materiaal: (bloed),497,LAB-Divers-bloed,,,,1.0,,,,,,,,,,freetextitems,46,46.0
11328,Materiaal: (beenmerg),,,,,Materiaal: (beenmerg),573,LAB-Divers-beenmerg,,,,1.0,,,,,,,,,,freetextitems,42,42.0
11330,Chlamydia trachomatis DNA screening PCR (cervix),,,,,Chlamydia trachomatis DNA screening PCR (cervix),545,LAB-Viro-Micro-cervix,,,,1.0,,,,,,,,,,freetextitems,10,10.0
11333,Chlam.PCR (urine),,,,,Chlam.PCR (urine),550,LAB-Viro-Micro-urine,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11334,Strongyl. (bloed),,,,,Strongyl. (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,17,17.0
11337,Verdenking (bloed),,,,,Verdenking (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,20,20.0
11338,Verdenking (urine),,,,,Verdenking (urine),499,LAB-Divers-urine,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11339,Verdenking (verz. urine),,,,,Verdenking-vur,507,LAB-Divers-verz. urine,,,,1.0,,,,,,,,,,freetextitems,3,3.0
11340,Follow-Up (bloed),,,,,Follow-Up (bloed),497,LAB-Divers-bloed,,,,1.0,,,,,,,,,,freetextitems,7,7.0
11342,Follow-Up (verz. urine),,,,,Follow-Up (verz. urine),507,LAB-Divers-verz. urine,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11348,Helicobacter pylori Ag (faeces),,,,,Helicobacter pylori Ag (faeces),540,LAB-Viro-Micro-faeces,,,,1.0,,,,,,,,,,freetextitems,4,4.0
11353,STR % Donor Mnc (bloed),,,,,STR % Donor Mnc (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,44,44.0
11354,STR % Donor Mnc (beenmerg),,,,,STR % Donor Mnc (beenmerg),571,LAB-Hem-beenmerg,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11356,STR % Donor Granulocyten (bloed),,,,,STR % Donor Granulocyten (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11361,KGC-Leiden (bloed),,,,,KGC-Leiden (bloed),561,LAB-Viro-Micro-bloed,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11362,Spijt (bloed),,,,,Spijt (bloed),497,LAB-Divers-bloed,,,,1.0,,,,,,,,,,freetextitems,43,43.0
11369,Materiaal (overig),,,,,Materiaal (overig),492,LAB-Divers-diversen,,,,1.0,,,,,,,,,,freetextitems,12,12.0
11370,PTT-LAC (bloed),,,,,PTT-LAC (bloed),500,LAB-Hem-bloed,,,,1.0,,,,,,,,,,freetextitems,214,214.0
11372,LEPTOSPIR. (bloed),,,,,LEPTOSPIR. (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,9,9.0
11373,Q-fever IgM (bloed),,,,,Q-fever IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,6,6.0
11375,A.fum as-ag (bloed),,,,,A.fum as-ag (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,41,41.0
11378,Epstein Barr Virus VCA IgG (bloed),,,,,Epstein Barr Virus VCA IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,208,208.0
11379,Epstein Barr Virus VCA IgM (bloed),,,,,Epstein Barr Virus VCA IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,181,181.0
11381,A.fum as-ag (liquor),,,,,A.fum as-ag (liquor),539,LAB-Viro-Micro-liquor,,,,1.0,,,,,,,,,,freetextitems,2,2.0
11382,Epstein Barr Virus nuclear antigen (EBNA) (bloed),,,,,Epstein Barr Virus nuclear antigen (EBNA) (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,146,146.0
11384,Hepatitis A Ig totaal (bloed),,,,,Hepatitis A Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,76,76.0
11385,Hepatitis A IgM (bloed),,,,,Hepatitis A IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,93,93.0
11386,HBsAg (bloed),,,,,HBsAg (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,1019,1019.0
11387,A-HBc TOT (bloed),,,,,A-HBc TOT (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,233,233.0
11388,HBcore IgM (bloed),,,,,HBcore IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,8,8.0
11389,HBe (bloed),,,,,HBe (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,17,17.0
11390,LEGIONELLA (bloed),,,,,LEGIONELLA (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,34,34.0
11391,HBe Ig totaal (bloed),,,,,HBe Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,38,38.0
11394,HBV QPCR     (bloed),,,,,HBV QPCR     (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,5,5.0
11395,HCV Ig totaal (bloed),,,,,HCV Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,551,551.0
11396,HCV QPCR     (bloed),,,,,HCV QPCR     (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,1,1.0
11399,Hepatitis D (delta) antistoffen (bloed),,,,,Hepatitis D (delta) antistoffen (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,6,6.0
11400,CMV IgG (bloed),,,,,CMV IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,252,252.0
11401,Legion. IF (bloed),,,,,Legion. IF (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,28,28.0
11402,CMV IgM (bloed),,,,,CMV IgM (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,210,210.0
11404,Rubella IgG (bloed),,,,,Rubella IgG (bloed),495,LAB-Viro-Micro-serum,,,,1.0,,,,,,,,,,freetextitems,14,14.0
